Entité Juridique;Décision budgétaire;Exercice;Entité Financière;Nomenclature comptable;Type de mouvements;Section;Chapitre budgétaire;Libellé Chapitre budgétaire;Chapitre par nature;Libellé chapitre par nature;Nature comptable;Libellé Nature comptable;Fonction;Libellé Fonction;Mt Dépenses;Mt Recettes
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Fonctionnement;65;autres charges de gestion courante;65;autres charges de gestion courante;6541;Créances admises et non valeur;026;Cimetières et Pompes Funèbres;1000;0
Ville de Toulouse;BP;2012;Pompes Funèbres;M4;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2182;Autres immobilisations corporelles - Matériel de transport;026;Cimetières et Pompes Funèbres;34700;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6152;Entretien et réparations - sur biens immobiliers;026;Cimetières et Pompes Funèbres;25000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6168;Primes d'assurances - Autres;026;Cimetières et Pompes Funèbres;1000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Rémunérations d'intermédiaires et honoraires - Honoraires;026;Cimetières et Pompes Funèbres;1000;0
Ville de Toulouse;BP;2012;Crématorium;M4;Réel;Fonctionnement;67;Charges exceptionnelles;67;Charges exceptionnelles;673;Titres annulés (sur exercices antérieurs);026;Cimetières et Pompes Funèbres;300;0
Ville de Toulouse;BP;2012;Crématorium;M4;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28135;Amortissements des immobilisations corporelles - Installations générales, agencements, aménagements des constructions;01;ss fonct 926;0;3101
Ville de Toulouse;BP;2012;Crématorium;M4;Ordre;Investissement;040;Opérations d'ordre de transfert entre sections;28;Amortissements des immobilisations;28154;Amortissements des immobilisations corporelles - Matériel industriel;01;ss fonct 926;0;295
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60611;Eau et assainissement;020;Administration générale de la collectivité;5000000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60611;Eau et assainissement;823;Espaces verts urbains;1550000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60621;Combustibles;823;Espaces verts urbains;55000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;311;Expression musicale, lyrique et chorégraphique;151000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;415;Manifestations sportives;19800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;524;Autres services;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60628;Autres fournitures non stockées;020;Administration générale de la collectivité;4800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60628;Autres fournitures non stockées;40;Services communs;2400;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60628;Autres fournitures non stockées;510;Services communs;34000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;213;Classes regroupées;450000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;322;Musées;30675;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;412;Stades;24500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;413;Piscines;16030;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;415;Manifestations sportives;400;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;421;Centres de loisirs;6100;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;61;Services en faveur des personnes agées;4000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;023;Information, communication, publicité;1000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;33;Action culturelle;9300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;74;Dotations, subventions et participations;74;Dotations, subventions et participations;746;Dotation générale de décentralisation;020;Administration générale de la collectivité;0;30000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;74;Dotations, subventions et participations;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;022;Administration générale de l'Etat;0;141000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;74;Dotations, subventions et participations;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;415;Manifestations sportives;0;3000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;74;Dotations, subventions et participations;74;Dotations, subventions et participations;7478;Participations des autres organismes;520;Services communs;0;6100000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;75;Autres produits de gestion courante;75;Autres produits de gestion courante;752;Revenus des immeubles;025;Aides aux associations (non classées ailleurs);0;9500
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;75;Autres produits de gestion courante;75;Autres produits de gestion courante;752;Revenus des immeubles;311;Expression musicale, lyrique et chorégraphique;0;16000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;75;Autres produits de gestion courante;75;Autres produits de gestion courante;752;Revenus des immeubles;322;Musées;0;44000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;76;Produits financiers;76;Produits financiers;768;Autres produits financiers;01;Opérations non ventilables;0;1630000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;77;Produits exceptionnels;77;Produits exceptionnels;7718;Autres produits exceptionnels sur opérations de gestion;321;Bibliothèques et médiathèques;0;11500
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;77;Produits exceptionnels;77;Produits exceptionnels;7718;Autres produits exceptionnels sur opérations de gestion;510;Services communs;0;77000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;13;Subventions d'investissement (reçues);13;Subventions d'investissement (reçues);1327;Subventions d'équipement non transférables - Budget communautaire et fonds structurels;64;Crèches et garderies;0;1135000
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;13;Subventions d'investissement (reçues);13;Subventions d'investissement (reçues);1327;Subventions d'équipement non transférables - Budget communautaire et fonds structurels;824;Autres opérations d'aménagement urbain;0;2441762
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;20;Immobilisations incorporelles;20;Immobilisations incorporelles;2031 ;Frais d'études;213;Classes regroupées;200000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;20;Immobilisations incorporelles;20;Immobilisations incorporelles;2031 ;Frais d'études;823;Espaces verts urbains;130000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;20;Immobilisations incorporelles;20;Immobilisations incorporelles;2031 ;Frais d'études;831;Aménagement des eaux;30000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2111 ;Terrains nus;213;Classes regroupées;498000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;21312 ;Bâtiments scolaires;213;Classes regroupées;15016675;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;21318 ;Autres bâtiments publics;422;Autres activités pour les jeunes;750000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;311;Expression musicale, lyrique et chorégraphique;79830;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;321;Bibliothèques et médiathèques;501900;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;413;Piscines;646700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;422;Autres activités pour les jeunes;450000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;523;Actions en faveur des personnes en difficulté;290000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2135 ;Installations générales, agencements, aménagements des constructions;823;Espaces verts urbains;550000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2138 ;Autres constructions;64;Crèches et garderies;3370000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;21533 ;Réseaux cablés;020;Administration générale de la collectivité;223574;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2158 ;Autres installations, matériel et outillage technique;020;Administration générale de la collectivité;910000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2158 ;Autres installations, matériel et outillage technique;510;Services communs;59000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2158 ;Autres installations, matériel et outillage technique;823;Espaces verts urbains;370000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2161 ;Oeuvres et objets d'art;311;Expression musicale, lyrique et chorégraphique;66500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2161 ;Oeuvres et objets d'art;33;Action culturelle;110000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2168 ;Autres collections et oeuvres d'art;322;Musées;68300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2181 ;Installations générales, agencements et aménagements divers;322;Musées;305000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2184 ;Mobilier;01;Opérations non ventilables;15000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2184 ;Mobilier;311;Expression musicale, lyrique et chorégraphique;8870;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;01;Opérations non ventilables;151000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Investissement;21;Immobilisations corporelles;21;Immobilisations corporelles;2188 ;Autres immobilisations corporelles;112;Police municipale;381000;0
